小区名（链家）,district,小区均价,详情链接,小区名（百度）,具体地址,lng,lat,uid（百度）
育菲园东里,丰台,53249,https://bj.lianjia.com/xiaoqu/1111027381642/,育菲园东里,北京市丰台区丰台东路,116.31706824362308,39.845182276872656,96b672aac1b2b175ce04ef03
西山艺境3号院,门头沟,53255,https://bj.lianjia.com/xiaoqu/117755248446504/,西山艺境3号院,北京市门头沟区高家园路西山艺境,116.09249305830127,39.929558167142034,3a35f0068004d82d4afd3f8a
政馨园一区,丰台,53257,https://bj.lianjia.com/xiaoqu/1111027382728/,政馨园-一区,北京市丰台区永外宋家庄顺八条4号,116.42584044203907,39.84725636234905,b533ea4a006d7b414f6d463c
重兴嘉园,石景山,53259,https://bj.lianjia.com/xiaoqu/1111027382704/,重兴嘉园,北京市石景山区鲁谷大街51号,116.2243585102378,39.8894544020103,69fcd6df1e02fb2fca2915dd
建欣苑三里,丰台,53259,https://bj.lianjia.com/xiaoqu/1111027377492/,建欣苑三里北区,北京市丰台区建欣苑小区,116.39178516623825,39.83982924230951,fa7da3e881bff06242d63e3d
榆景苑,通州,53280,https://bj.lianjia.com/xiaoqu/1111027381828/,榆景苑,北京市通州区城关镇物资学院旁朝阳北路向北400米,116.6336914880931,39.93428883678669,2848ffd6967e8a0f48cc4a67
角门2号院,丰台,53303,https://bj.lianjia.com/xiaoqu/1111027377269/,角门2号院,丰台角门2号院,116.37201594638111,39.844112355392696,3d3fed5cc18db2fec27da267
西大望路65号院,朝阳,53332,https://bj.lianjia.com/xiaoqu/1111027380683/,西大望路65号院,北京市朝阳区西大望路65号,116.46986028998349,39.885368456781904,d9f2da6a3f92b34332870a3b
蓝光云鼎,丰台,53333,https://bj.lianjia.com/xiaoqu/1111044666216/,蓝光云鼎,北京市丰台区马家堡路180号,116.37350013996048,39.83352522119879,7a8efdafcdc088d8b75f1e2b
青岛嘉园,大兴,53341,https://bj.lianjia.com/xiaoqu/1111027378794/,青岛嘉园,北京市大兴区兴华大街与双高路交叉口以西,116.32242964090808,39.770109799949054,e29d05e7bf907aba283a9f1a
中成大厦,海淀,53345,https://bj.lianjia.com/xiaoqu/1111027382314/,中成大厦,北京市海淀区海淀路19-1号,116.30454623846491,39.9848680397904,881a28e729c60247f842b2ae
广和里八巷,朝阳,53348,https://bj.lianjia.com/xiaoqu/1111027374582/,广和里七巷,北京市朝阳区广和里六巷3栋西北(广和里七巷),116.44141884444421,39.88816456483879,0f40d72de040ce7907fef522
小屯路8号院,丰台,53348,https://bj.lianjia.com/xiaoqu/1111027381241/,丰台区小屯路8号院,北京市丰台区小屯路8号,116.2473953287851,39.8902150363387,56cd9a1377f8436207fef5b8
中建一局北院,丰台,53367,https://bj.lianjia.com/xiaoqu/1111027382553/,中建一局北院,北京市丰台区卢沟桥街道丰台路口东里,116.27765850708325,39.868685458809445,9a25e7d413d8c15543afe65a
玉安园,丰台,53370,https://bj.lianjia.com/xiaoqu/1111027381514/,玉安园小区,北京市丰台区北甲地路9号院,116.3553176970863,39.847554302598965,fa835ce2bcdc33b6e812e403
北店嘉园,昌平,53373,https://bj.lianjia.com/xiaoqu/1111027375772/,北店嘉园,北京市昌平区龙禧三街,116.32868255125824,40.08254207773914,af1ae56b0d533b6e4207c12c
博龙家园,丰台,53374,https://bj.lianjia.com/xiaoqu/1111027375986/,博龙家园,北京市丰台区小屯路2号,116.247913551035,39.89274143899726,56f2f6963c62f2800aa8d400
金榜园,昌平,53374,https://bj.lianjia.com/xiaoqu/1111027376997/,金榜园,回龙观S216,116.32231822879042,40.060064565038104,34e485081f9b2de2d8d8916b
富锦嘉园五区,丰台,53381,https://bj.lianjia.com/xiaoqu/1111027374263/,富锦嘉园-五区,"北京市丰台区丰葆路,富锦嘉园内",116.28230676733233,39.81436719022965,590efaee40d785a5471a32f7
新康家园,亦庄开发区,53382,https://bj.lianjia.com/xiaoqu/1111027380989/,新康家园,北京市大兴区经济技术开发区科慧大道天华园一里三区,116.48294092556598,39.79885270406811,a3f21eeea3aa88442fb17ef4
西罗园北路15号,丰台,53386,https://bj.lianjia.com/xiaoqu/1111027381036/,西罗园北路15号院,北京市丰台区西罗园北路,116.38480379128431,39.86268003617164,6c8400ca55662d6897ec8446
丰泽居一号院,丰台,53391,https://bj.lianjia.com/xiaoqu/1111027374456/,丰泽居一号院,北京市科兴路与邻枫路交叉口,116.28472937487807,39.8343549232493,c725fcd0b001175d59bbbc63
冠军楼,丰台,53412,https://bj.lianjia.com/xiaoqu/1111027374609/,冠军楼,光彩北路8号,116.40286401272431,39.8519352710918,f5f53219fba5b8ee32f71d4c
蓬莱苑L区,昌平,53419,https://bj.lianjia.com/xiaoqu/1114506281176875/,蓬莱苑-L6号楼,北京市昌平区北七家蓬莱苑(蓬莱苑南街北),116.44215666808923,40.10792830777814,8100518351a828916c3e1bd0
郑王坟280号院,丰台,53430,https://bj.lianjia.com/xiaoqu/1111027382675/,郑王坟-280号院,郑王坟280号院,116.3263132047649,39.84501812591329,2af3031d860a22d05fd4fe49
晨曦园,朝阳,53444,https://bj.lianjia.com/xiaoqu/1111027376634/,晨曦园,八里庄西里2号楼,116.4880017492316,39.91709615350271,20302184313af8dacf04efac
甘露园东里,朝阳,53455,https://bj.lianjia.com/xiaoqu/1111027374647/,甘露园东里,甘露园东里,116.51383351410706,39.91597103022624,866a455dbb858b29ab175a3b
金隅花石匠一期,通州,53462,https://bj.lianjia.com/xiaoqu/1111041177979/,金隅花石匠,北京市通州区土桥地铁站东1200米,116.69379708107914,39.873033407838655,eb30c9413691e90217b54b21
酒仙桥一街坊,朝阳,53464,https://bj.lianjia.com/xiaoqu/1111027377469/,酒仙桥一街坊,北京市朝阳区酒仙桥26号院,116.48757412449085,39.964033019705816,4c60f97c4fe6c8d405fef55e
马家堡西路24号院,丰台,53465,https://bj.lianjia.com/xiaoqu/1111027378303/,马家堡西路24号院,北京市丰台区马家堡西路24号,116.36523934352132,39.84303403263546,717ad89d4bb836f7bfa82244
酒仙桥三街坊,朝阳,53468,https://bj.lianjia.com/xiaoqu/1111027377464/,酒仙桥三街坊,北京市朝阳区酒仙桥南路5号,116.49432883121057,39.96208001142336,d4034eb36504deefc1364480
建欣苑四里,丰台,53470,https://bj.lianjia.com/xiaoqu/1111027377493/,建欣苑四里,北京市丰台区建欣路建欣苑四里,116.3898052914406,39.839224786185845,bde719e6f2fa67587d29bdb3
润都大厦,丰台,53473,https://bj.lianjia.com/xiaoqu/1111046954902/,润都大厦,北京市丰台区方庄南路71号,116.43090655957101,39.85435141376886,c0e9b3c2ac3cf71cc2f1cf6b
城南大道,丰台,53474,https://bj.lianjia.com/xiaoqu/1111027376492/,城南大道,北京市丰台区城南嘉园益城园16号楼,116.36300328239228,39.83160223990527,72830ef6638b169da2a934fc
K2清水湾,通州,53474,https://bj.lianjia.com/xiaoqu/1111043481761/,K2清水湾,"龙旺西里,龙旺西里100号,龙旺西里101号",116.67508002994518,39.92514586712807,18165334e9853a79fb2d6175
宋庄路,丰台,53477,https://bj.lianjia.com/xiaoqu/1111027379721/,宋庄路,北京市通州区,116.71952418179241,39.94756341530439,8de96f1bc5f0d35716a19081
合生滨江帝景一期,通州,53487,https://bj.lianjia.com/xiaoqu/1120060841155926/,合生滨江帝景-1期,北京市通州区合生·滨江帝景一期(梨园中街北),116.68792443462944,39.88971478930609,ac489617b677c4c459bbbc7c
西成忆树,石景山,53498,https://bj.lianjia.com/xiaoqu/1111027380649/,西成忆树,北京市石景山区杨庄东街28号,116.19292911680023,39.92215616941478,e3a7fd13db36da5228b97cdc
洋桥,丰台,53508,https://bj.lianjia.com/xiaoqu/1111042952425/,洋桥,北京市丰台区,116.38075856039428,39.855763169475985,dcfb751e6219d2b193114cee
贵园南里丙区,亦庄开发区,53538,https://bj.lianjia.com/xiaoqu/1111027374812/,贵园南里(丙区),北京市大兴区贵园南里(北京开发区体育中心西),116.4773190130355,39.7911546881235,47e70b541cc87ed131f71d8e
博雅国际,朝阳,53547,https://bj.lianjia.com/xiaoqu/1111027376244/,博雅国际中心,北京市朝阳区利泽中一路1号院,116.46315130970615,40.0124890336904,4bb049d9132296479800508a
西山枫林一二期,石景山,53573,https://bj.lianjia.com/xiaoqu/1111027381124/,西山枫林-一二期,北京市石景山区其它香山南路168号,116.19706078317742,39.9418718317007,e27c8f6000a5a0466140a914
樊家村甲14号院,丰台,53587,https://bj.lianjia.com/xiaoqu/1111027374253/,樊家村甲14号院-1号楼,北京市丰台区花乡樊羊路樊家村甲14号院东门,116.30696304736922,39.84795594536844,e9f27cf4047edfdeed74f8a9
肿瘤医院宿舍,昌平,53600,https://bj.lianjia.com/xiaoqu/1111027382599/,北京北郊肿瘤医院-宿舍区,北京市昌平区中陈路明天第一城-5号院西侧约60米,116.39942576302691,40.04692905207718,efcb455745ae1202fa42b287
金科廊桥水岸,昌平,53617,https://bj.lianjia.com/xiaoqu/1111055716316/,金科廊桥水岸,北京市昌平区景文东路3号院,116.26965175109763,40.193372176402875,2df7a2f48057fdca4107c1f8
东村家园,昌平,53627,https://bj.lianjia.com/xiaoqu/1111027376778/,东村家园,北京市昌平区回龙观东村家园(龙旗购物中心西南),116.33793902995545,40.06367837227203,00586108bb0299bc47e274e4
将府家园,朝阳,53630,https://bj.lianjia.com/xiaoqu/1111027379180/,将府家园,北京市朝阳区大山子酒仙桥将台路小陈各庄,116.4996534852871,39.97474743440096,ad445baab4c977e3a2a9348b
横三条15号,丰台,53678,https://bj.lianjia.com/xiaoqu/1111043104903/,横三条15号楼,北京市丰台区东铁匠营横三条顺四条小区,116.42416741078314,39.852130978406,fdd8e5aea21e3d80ae31e5d2
天下儒寓,丰台,53699,https://bj.lianjia.com/xiaoqu/1111027380071/,天下儒寓小区,北京市丰台区百强大道8号,116.28709466058787,39.83086309573903,c63431f32263958ff4e73b0c
京华苑,丰台,53699,https://bj.lianjia.com/xiaoqu/1111027377177/,京华苑小区,北京市丰台区马家堡东路96号,116.3810308983824,39.84531440609906,f757e6eee4717b17260bd03d
王府园中园五区,昌平,53737,https://bj.lianjia.com/xiaoqu/1111027380233/,王府园中园五区,北京市昌平区北七家白庙村东街园中园,116.39070372481115,40.10748051052609,e4c0ebb99fa99aa397ec8449
北京第二制药厂宿舍,朝阳,53744,https://bj.lianjia.com/xiaoqu/1111027375878/,第二制药厂平房宿舍,北京市朝阳区百子湾路尚8设计加创意园东南侧约50米,116.48757264958897,39.90139756946155,68d3d9a67fcd20ee21f01751
造甲北里,丰台,53752,https://bj.lianjia.com/xiaoqu/1111027382486/,造甲北里,北京市丰台区造甲街21号,116.28895288999092,39.847266945372574,fb1d4b3ac0cab61d3904b155
华芳园,丰台,53763,https://bj.lianjia.com/xiaoqu/1111027374970/,华芳园,北京市丰台区成寿寺路93号,116.4382606627405,39.84722601886925,c14a1094fd8e1aa07adbd2fc
华世隆国际公寓,东城,53777,https://bj.lianjia.com/xiaoqu/1111027375277/,华世隆国际公寓,北京市东城区北三环东路37号,116.40251628335383,39.96822422501577,cc788fde6a2bc4f488fc06f4
中信新城西区,大兴,53789,https://bj.lianjia.com/xiaoqu/1111045001333/,中信新城-西区,北京市大兴区鹿华路1号院,116.47627158843144,39.78145207663753,ab8f7c8facc215c46e20b90d
天恒半山世家,怀柔,53791,https://bj.lianjia.com/xiaoqu/1111046254061/,天恒·半山世家,北京市怀柔区红螺路39号院,116.61452590595002,40.354443677158415,8895e1ca5f9899e5e5e96507
华龙苑南里,昌平,53795,https://bj.lianjia.com/xiaoqu/1111027375153/,华龙苑南里小区,北京市昌平区黄平路华龙苑南里30号,116.36021194894562,40.07156229319292,d996d0ef46bc7aa6fb0cadb3
洋桥72号院,丰台,53820,https://bj.lianjia.com/xiaoqu/1111027381945/,洋桥72号院,北京市丰台区马家堡路72号院,116.37858117089931,39.85084800223788,3bebdb4698731281f7231090
青塔东里10号院,丰台,53864,https://bj.lianjia.com/xiaoqu/1111027378917/,青塔东里小区-10号院,北京市丰台区西四环中路五棵松南1000米,116.26553678806229,39.89365852681104,083a55fa02c87c04246e98d9
龙博苑一区,昌平,53866,https://bj.lianjia.com/xiaoqu/1111027377721/,龙博苑-一区,北京市昌平区回龙观镇回龙观城铁南100米,116.33188333279016,40.06801313252491,df694019c7236d0a04026fd1
天鑫家园,昌平,53870,https://bj.lianjia.com/xiaoqu/1111027380069/,天鑫家园,北京市昌平区霍营农恳干部学院正东,116.36907141502226,40.07925259151638,34f68ab038be530a8f55ec6a
南极星,丰台,53886,https://bj.lianjia.com/xiaoqu/1111027378531/,南极星,"北京市丰台区邻枫路3号院,西南四环边上",116.28398404209265,39.83333933132811,b388f9fd01c34c41b35c6a03
北辰福第二号院,朝阳,53907,https://bj.lianjia.com/xiaoqu/1111041160125/,北辰福第二号院,"北辰福第二号院,常营北小街2号院",116.59603474409653,39.929175121574055,93cb66ccb202090df60e7798
马家堡39号院,丰台,53913,https://bj.lianjia.com/xiaoqu/1111027378286/,马家堡南街-39号院,北京市丰台区角门北路11号院马家堡南街39号院,116.37210080941206,39.8506234089772,315dcb63891d4b43f8dc8594
金隅花石匠二期东区,通州,53916,https://bj.lianjia.com/xiaoqu/1120052535758091/,金隅花石匠,北京市通州区土桥地铁站东1200米,116.69379708107914,39.873033407838655,eb30c9413691e90217b54b21
北苑家园绣菊园南区,朝阳,53925,https://bj.lianjia.com/xiaoqu/1111027376259/,北苑家园绣菊园南区,北京市朝阳区春华路与秋实街交叉口东北150米,116.41722607208658,40.04074792299771,a5097bfa38e65563f13cba8b
定福景园,朝阳,53928,https://bj.lianjia.com/xiaoqu/1111027376840/,定福景园,北京市朝阳区定福庄路102号,116.55855932567785,39.92037701303942,72aa251396def547067ce889
米兰天空,亦庄开发区,53938,https://bj.lianjia.com/xiaoqu/1111027378351/,星岛嘉园米兰天空,北京市大兴区开发区亦庄贵园北里丙区,116.46982206570118,39.79791348882634,6835e3a784ff674ee31103f4
造甲街,丰台,53941,https://bj.lianjia.com/xiaoqu/1111027382514/,造甲街,北京市丰台区,116.29098577923645,39.84172656541074,e8305403d327cb7527d2bb25
龙禧苑五区,昌平,53964,https://bj.lianjia.com/xiaoqu/1111027378162/,龙禧苑-五区,北京市昌平区商业街23号,116.32846036028768,40.0799174706386,881a28e7298b0247f942b26b
华林家园,丰台,53970,https://bj.lianjia.com/xiaoqu/1111027375140/,华林家园,北京市丰台区丰台南路甲108号(看丹桥向东500米路南),116.2883921531297,39.83996735883742,4edf9fbff1531094cc06a400
金地仰山西区,大兴,53972,https://bj.lianjia.com/xiaoqu/1120045340343197/,金地仰山-西区,北京市大兴区乐园路22号院,116.30580472036189,39.76371881341985,1d07d0ddf1530a5394ec841d
烟厂宿舍,朝阳,53976,https://bj.lianjia.com/xiaoqu/1111027381537/,烟厂宿舍,北京市朝阳区管庄镇管庄西里61号楼烟厂宿舍,116.57497536105669,39.916238099210375,7d8b02ff909830157ec876aa
南三环中路,丰台,53999,https://bj.lianjia.com/xiaoqu/1111027378589/,南三环中路,北京市丰台区,116.41024544195653,39.85566566739488,a8784b071bdd32f0f6e73b75
盛今大厦,丰台,54012,https://bj.lianjia.com/xiaoqu/1111027379330/,盛今大厦,北京市丰台区六里桥莲宝路1号,116.29460744235658,39.887810508633514,f4a33da923510d093010af03
旭辉御府,大兴,54021,https://bj.lianjia.com/xiaoqu/1111043326838/,旭辉·御府-2号楼,北京市大兴区旭辉御府(双高路南160米),116.30871035821595,39.766822559621005,550dd4b7b1acda1cfaf0cba2
百子湾29号院,朝阳,54029,https://bj.lianjia.com/xiaoqu/1111046517053/,百子湾路29号院,百子湾路29号院,116.4690790453476,39.899514590291,7245daba6464e1eb932ca3a2
星城国际,朝阳,54033,https://bj.lianjia.com/xiaoqu/1111027380612/,星城国际大厦,北京市朝阳区酒仙桥路甲10号,116.4848160332044,39.97833888241885,45ade72450a2389a4d554763
京粮悦谷首城南区,丰台,54034,https://bj.lianjia.com/xiaoqu/1120056590023749/,京粮悦谷首城南区,北京市丰台区丽槐街2号院,116.36968208844782,39.80675272934112,ebe668570514f86e203bf26f
蓬莱苑G区,昌平,54035,https://bj.lianjia.com/xiaoqu/1111027378756/,蓬莱苑别墅-G区,北京市昌平区蓬莱苑南街蓬莱苑,116.44693379322882,40.1069632985298,217d4659129070c4102935cf
酒仙桥十二街坊,朝阳,54037,https://bj.lianjia.com/xiaoqu/1111027377461/,酒仙桥十二街坊,酒仙桥十二街坊,116.48744028890016,39.95901898349223,beff691212e24de22b3a9f0b
北京人家,昌平,54039,https://bj.lianjia.com/xiaoqu/1111027375926/,北京人家,北京市昌平区回龙观二拨子工业园区东路,116.29882063294673,40.07786148888621,4bb049d9e6bd015e99005076
园墅,昌平,54043,https://bj.lianjia.com/xiaoqu/1111027382003/,园墅,北京市昌平区北清路2号,116.29077986397242,40.089891796403535,e5c0e2133398be259d9d6890
酒仙桥十街坊,朝阳,54073,https://bj.lianjia.com/xiaoqu/1111027377462/,酒仙桥十街坊小区,北京市朝阳区十街坊,116.48302659998708,39.961563574897575,1aec234dc33372e17adbd2a6
田村33号院,海淀,54081,https://bj.lianjia.com/xiaoqu/1111027379754/,田村33号院,北京市海淀区田村路33号,116.25762696690613,39.928254684828865,23ac40701b5acebd0bccddbe
东海仪园,丰台,54084,https://bj.lianjia.com/xiaoqu/1111046494698/,东海仪园,北京市丰台区张仪村路125号,116.22408499272177,39.872831288584514,5952012a3663c4d7b817e709
华龙苑北里,昌平,54090,https://bj.lianjia.com/xiaoqu/1111027375152/,华龙苑北里,北京市昌平区霍营农垦干部学院东北50米处,116.36464549629672,40.07904611053113,72e57fd7dd68acaff8dc856b
建欣苑二里,丰台,54090,https://bj.lianjia.com/xiaoqu/1111027377487/,建欣苑二里,北京市丰台区春泽路与临泓路交汇处南行110米路西,116.38963200942543,39.84202639229782,a3e8341c817d7a954afd3f3d
世茂广场•工三,朝阳,54098,https://bj.lianjia.com/xiaoqu/1111027379489/,世茂广场(工三店),北京市朝阳区工体北路13号,116.44325173190666,39.93367857677391,61401da013c0385f0c0e6be7
孟家村小区,丰台,54110,https://bj.lianjia.com/xiaoqu/1111027378304/,孟家村小区,北京市丰台区丰桥路,116.2989943499312,39.8470368775447,4e1f3f66f7d3da3608ccdddb
石景山路23号院,石景山,54114,https://bj.lianjia.com/xiaoqu/1111027379366/,石景山路23号院,北京市石景山区石景山路23号,116.20666974247975,39.90822440751718,7524cb4fb485773404026fdd
顶秀金石家园,丰台,54115,https://bj.lianjia.com/xiaoqu/1111046588029/,顶秀金石家园,北京市丰台区金桥东街6号,116.42539282513147,39.835108113118935,41e2cb3aba4d2607abf72938
金色漫香林二期,大兴,54131,https://bj.lianjia.com/xiaoqu/1111027377361/,金融街金色漫香林-2期,"小羊坊东路1号,开泰西里",116.51501119162623,39.82203435899605,3dafc5be41c27ca0fea77855
林栖园,丰台,54134,https://bj.lianjia.com/xiaoqu/1111027378039/,林栖园,北京市丰台区大成路28号,116.25081544724388,39.88673862293084,fc7675241f9387f94e776ec1
天朗园,朝阳,54150,https://bj.lianjia.com/xiaoqu/1111027379916/,傲城天朗园,傲城融富中心a座2105,116.40798220090689,40.03070884958367,1b225bd85f6550a01fe99920
赵公口小区,丰台,54154,https://bj.lianjia.com/xiaoqu/1111027382424/,赵公口小区,北京市丰台区南三环中路26号,116.40632876767458,39.85379783260196,fd007c5eeaa8e16ca8f7293d
橘郡10区,昌平,54155,https://bj.lianjia.com/xiaoqu/1111045159597/,橘郡,北京市昌平区立汤路28号,116.40510297909329,40.153312611510145,a5f77066eb3da2edee74f86d
横一条,丰台,54165,https://bj.lianjia.com/xiaoqu/1111027375508/,横一条,北京市丰台区,116.42645585049543,39.85468908717989,ab21640e8703c20b0b5cb329
宏源公寓,朝阳,54166,https://bj.lianjia.com/xiaoqu/1111027375458/,宏源公寓,北京市朝阳区酒仙桥路4号,116.48464780780346,39.98323651589199,1deeac648da36c3bb2077d02
垂杨柳西里,朝阳,54173,https://bj.lianjia.com/xiaoqu/1111027376663/,垂杨柳西里,垂杨柳中街垂杨柳西里,116.44881016355794,39.88759315908132,b9c35d9960bf8654b45f1eb0
七里庄路,丰台,54182,https://bj.lianjia.com/xiaoqu/1111027378862/,七里庄路,北京市丰台区,116.28654480970326,39.8579712450522,58601d33abceb3b597ca0730
西府景园,丰台,54187,https://bj.lianjia.com/xiaoqu/1111027380710/,西府景园,北京市丰台区梅市口路15号,116.26406095161946,39.8811712632944,5b25f446a7b999ea10293503
海户西里,丰台,54189,https://bj.lianjia.com/xiaoqu/1111027375040/,海户西里,马家堡东路71号,116.3828791010708,39.8506426764774,ce533f114ef92b48a80dd854
光彩家园,丰台,54202,https://bj.lianjia.com/xiaoqu/1111027374516/,光彩家园,北京市丰台区时村大街,116.4045425236618,39.843981725449225,4ce10ce6f58e07a1441a323d
华芳嘉园,丰台,54245,https://bj.lianjia.com/xiaoqu/1111027374955/,华芳嘉园,北京市丰台区东铁匠营横一条24号,116.42787067625841,39.850114954286916,f4460918f1f5286ab11e363d
马南里,朝阳,54247,https://bj.lianjia.com/xiaoqu/1111027378369/,马南里小区,北京市朝阳区顺义中央别墅区马南里,116.50470192276285,40.021170786767264,96b672aad934d974cf04efb8
江南山水,朝阳,54293,https://bj.lianjia.com/xiaoqu/1111043058172/,江南山水-南门,北京市朝阳区东南四环与博大路交汇处红坊路6号,116.46639180832241,39.824134533440294,eff1ebd634a45812c6effb45
洋桥71号院,丰台,54302,https://bj.lianjia.com/xiaoqu/1111027381944/,洋桥71号院,北京市丰台区洋桥立业大厦向西100米,116.37661971859114,39.85089234874764,cdef4edfdfdb4b4f28d7ab7c
利景名门,朝阳,54325,https://bj.lianjia.com/xiaoqu/1111027377927/,利景名门,北京市朝阳区花家地东路5号,116.47087640642333,39.981504210259,91c13f93bcc2ccfa20f0178c
香邑山,海淀,54337,https://bj.lianjia.com/xiaoqu/1111027381401/,香邑山,北京市海淀区香山北正黄旗甲58号(香山风景区东侧),116.19824835456198,39.98732105820618,08fc93df61c950ed9a68b497
合生滨江帝景二期,通州,54360,https://bj.lianjia.com/xiaoqu/1120060847448478/,合生滨江帝景-二期,北京市通州区玉桥街道乔庄南路,116.68877871783647,39.88699717080289,7d095b0d0d14e1865cbe86fa
万通天竺新新家园,顺义,54373,https://bj.lianjia.com/xiaoqu/1111041154197/,万通天竺新新家园,天竺镇天柱东路33号院,116.55969489069432,40.05830444541131,45d052504afbb2a7c2364430
金隅润景阁,丰台,54374,https://bj.lianjia.com/xiaoqu/1111027377534/,金隅·润景阁,北京市丰台区五棵松南两站地西四环中路青塔东里,116.26448760126952,39.892477755195685,3d0b91028685bb721fe99943
恒松园,丰台,54396,https://bj.lianjia.com/xiaoqu/1111027375290/,恒松园,北京市丰台区南三环中路小铁营路10号,116.41283807232391,39.856769221795304,750368350b41abac5e0d02fb
马家堡路27号院,丰台,54396,https://bj.lianjia.com/xiaoqu/1111027378295/,马家堡路27号院,马家堡路27号院,116.3783894320123,39.86271962798996,6fddd7fdfd70e97f3517dc3d
万年花城新回迁,丰台,54397,https://bj.lianjia.com/xiaoqu/1111027380389/,万年花城新回迁,康庄东路19号院樊家村甲6号院,116.3038862324505,39.842023219469816,fae9f32c86d3366021022078
万事吉公寓,丰台,54402,https://bj.lianjia.com/xiaoqu/1111027380438/,万事吉公寓,定安路定安东里18号,116.40984236276985,39.85803330125793,be54cde9ef63f15878f7963d
流星花园二区,昌平,54405,https://bj.lianjia.com/xiaoqu/1111027378137/,流星花园-二区,北京市昌平区文华西路与龙禧一街交叉口西南角(世纪华联超市南侧),116.33017517087455,40.08611991378751,7388dffdfb6784ebd3ff2365
新仓路,通州,54409,https://bj.lianjia.com/xiaoqu/1111040863017/,新仓路,北京市通州区,116.64377895400352,39.90250538214117,86ceb5b10813c6ee9ff779b8
甘露西园,朝阳,54418,https://bj.lianjia.com/xiaoqu/1111027374645/,甘露西园,北京市朝阳区朝阳路甘露西园(十里堡东里南150米),116.50170072842997,39.91432294721865,0523a14177ba491db33c8196
北苑家园紫绶园,朝阳,54437,https://bj.lianjia.com/xiaoqu/1111027376260/,北苑家园紫绶园,北京市朝阳区秋实东街与春华路交叉路口向东北约100米,116.42096442738959,40.041337265913064,669775d059713725fd0eb070
恒富中街3号院,丰台,54442,https://bj.lianjia.com/xiaoqu/1111027374975/,恒富中街-3号院,创业者公寓,116.28907918461695,39.834386271319616,61ee1dee2e434216b5147fe0
长安新城,丰台,54460,https://bj.lianjia.com/xiaoqu/1111027376313/,长安新城,北京市丰台区大成路与芳秀路交叉路口向西南约5米,116.25406613724547,39.88793549658519,33fbfa83bc42a6c10bf5eb00
角门9号院,丰台,54463,https://bj.lianjia.com/xiaoqu/1111027377273/,角门路9号院,北京市丰台区角门路9号,116.36663726081156,39.843719820611504,b439c24d80fa38b0147643e1
万科翡翠长安,门头沟,54513,https://bj.lianjia.com/xiaoqu/1111541899653541/,中国铁建万科翡翠长安,北京市门头沟区龙兴路15号院,116.12901578791174,39.90245863997218,f0bf97b2e3d52ddd6340a9cd
瑞王坟甲12号院,海淀,54524,https://bj.lianjia.com/xiaoqu/1111046601228/,甲12号院,朝阳区,116.43820954802753,39.95051093123363,null
嘉园三里,丰台,54531,https://bj.lianjia.com/xiaoqu/1111027377539/,嘉园三里,丰台嘉园三里小区,116.35996249924035,39.84151601303249,0dc3d82d4b36b06c75e5b600
翡翠城五期,大兴,54546,https://bj.lianjia.com/xiaoqu/1111027374140/,翡翠城福提岛-五期,北京市大兴区金星西路3号,116.31270948737763,39.76082712947179,d6d8bf5b00f41cb35d0d0262
领秀慧谷A区,昌平,54550,https://bj.lianjia.com/xiaoqu/1111047917139/,领秀慧谷(A区),北京市昌平区农学院北路9号,116.29917719332217,40.09663968240965,31d92ee1a0d4e981f7eafce0
杏林园,丰台,54552,https://bj.lianjia.com/xiaoqu/1111027381032/,杏林苑药店,北京市昌平区七小路七燕路一号院,116.31317313100082,40.10649945531207,c5c1a4dde7a70c63901fc91e
宝汇苑,丰台,54567,https://bj.lianjia.com/xiaoqu/1111027375866/,宝汇苑,北京市丰台区南三环中路,116.38457147379646,39.8568123176605,925c550f83cf0eab5b3ac886
地震局宿舍,石景山,54581,https://bj.lianjia.com/xiaoqu/1111027374066/,国家地震局宿舍,北京市石景山区玉泉西街1号院中1门,116.24086156417252,39.913870868784,adf6b07bda4e5f0b3be4a642
西罗园三区,丰台,54584,https://bj.lianjia.com/xiaoqu/1111027381043/,西罗园3区,北京市丰台区西罗园街道,116.38322240764344,39.85781703637254,bff8fa7d5a43b6dcc8213d31
三星庄园,丰台,54590,https://bj.lianjia.com/xiaoqu/1111027379623/,三星庄园,北京市丰台区马家堡东路(丰台区南三环洋桥十字路口向南2.5公里),116.37796724000225,39.83354247376164,a12baa40e128d956e856fa3d
定福庄南里3号院,朝阳,54596,https://bj.lianjia.com/xiaoqu/1111027376867/,定福庄南里-3号院,北京市朝阳区定福庄东街1号中国传媒大学,116.55503704629993,39.91020196432513,cd513ec1d178cf8904026f19
北窑地,朝阳,54598,https://bj.lianjia.com/xiaoqu/1111027376235/,北窑地小区,北京市朝阳区酒仙桥北路5号,116.49631308739,39.987827423012945,b0ee3e0a750e86caaeb22a0e
酒仙桥南路4号院,朝阳,54602,https://bj.lianjia.com/xiaoqu/1111027377458/,酒仙桥南路4号院,北京市朝阳区酒仙桥南路4号,116.49656624733119,39.9625879221216,c689e4af4a2bcbb2725e80c5
西马金润二区,丰台,54607,https://bj.lianjia.com/xiaoqu/1111027381060/,西马·金润家园-二区,北京市丰台区西马场南里西家金润家园二区,116.37503029017981,39.837503380496216,bd5048c241afd3710682c2b5
